1413184760	-6092	14496	3086
1413184760	-6136	14520	3090
1413184760	-6150	14504	3039
1413184760	-6158	14470	3074
1413184760	-6181	14480	3056
1413184760	-6212	14468	3039
1413184760	-6232	14456	3075
1413184760	-6257	14443	3140
1413184760	-6259	14431	3131
1413184760	-6305	14493	3184
1413184760	-6273	14480	3186
1413184760	-6348	14364	3249
1413184760	-6416	14354	3290
1413184760	-6418	14367	3334
1413184760	-6434	14347	3420
1413184760	-6475	14363	3542
1413184760	-6494	14323	3721
1413184760	-6493	14353	3838
1413184760	-6429	14356	4004
1413184760	-6376	14319	4147
1413184760	-6336	14352	4319
1413184760	-6278	14393	4356
1413184760	-6276	14430	4456
1413184760	-6154	14432	4583
1413184760	-6147	14514	4708
1413184760	-6160	14553	4738
1413184760	-6123	14580	4777
1413184760	-6097	14613	4877
1413184760	-6082	14722	4936
1413184760	-6043	14732	4948
1413184760	-6025	14783	4984
1413184760	-5997	14848	5067
1413184760	-5964	14977	5180
1413184760	-6032	15037	5307
1413184760	-6072	15216	5427
1413184760	-6102	15454	5710
1413184760	-6153	15738	5974
1413184760	-6169	15888	6196
1413184760	-6141	16227	6601
1413184760	-6157	16642	6981
1413184760	-6156	17096	7426
1413184760	-6195	17182	7621
1413184760	-6300	17288	7849
1413184760	-6444	17478	8107
1413184760	-6705	17685	8399
1413184760	-7006	17451	8039
1413184760	-7504	17279	7460
1413184760	-8007	16926	6805
1413184760	-8399	16585	6330
1413184760	-8242	16176	6407
1413184760	-7969	15757	6845
1413184760	-7960	15353	7065
1413184760	-8274	14909	6823
1413184760	-8398	14634	6492
1413184760	-8501	14343	6147
1413184760	-8454	14095	5992
1413184760	-8511	13768	5914
1413184760	-8541	14008	6013
1413184760	-8604	14057	6022
1413184760	-8600	13898	6035
1413184760	-8543	13619	6014
1413184760	-8317	13444	6126
1413184760	-7963	13223	6202
1413184760	-7690	13137	6184
1413184760	-7139	13035	6244
1413184760	-6833	13035	6192
1413184760	-6456	13117	6062
1413184760	-6065	13025	6068
1413184760	-5523	12921	6015
1413184760	-5443	12923	6004
